customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,event,survival_time,signup_channel,monthly_revenue,support_tickets,churn_prob,risk_tier,expected_remaining_months,ltv_estimate,revenue_at_risk
5385-SUIRI,Male,Yes,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,Yes,1,52,paid_search,104.39,5,0.9915912,High,0.2,20.88,103.51
3982-XWFZQ,Female,No,Yes,No,42,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.25,2203.65,Yes,1,42,organic,52.26,5,0.96949714,High,0.7,36.58,50.67
5774-QPLTF,Male,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,No,0,50,referral,26.49,1,0.02333248,Low,23.4,619.87,0.62
2322-VCZHZ,Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,No,0,23,referral,90.36,1,0.3915669,Low,14.6,1319.26,35.38
5010-IPEAQ,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,3623.95,No,0,67,organic,54.01,1,0.010965301,Low,23.7,1280.04,0.59
4009-ALQFH,Female,No,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,2369.05,Yes,1,25,paid_search,97.37,3,0.9645778,High,0.9,87.63,93.92
6383-ZTSIW,Female,Yes,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,No,0,39,paid_search,98.86,1,0.1045915,Low,21.5,2125.49,10.34
8990-YOZLV,Female,No,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.9,4577.9,No,0,69,paid_search,64.83,1,0.020159593,Low,23.5,1523.5,1.31
3069-SSVSN,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,No,0,1,social,25.48,1,0.08375178,Low,22.0,560.56,2.13
5222-IMUKT,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No,0,32,paid_search,96.84,1,0.601552,Medium,9.6,929.66,58.25
3627-FCRDW,Female,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.0,672.55,Yes,1,9,paid_search,71.24,1,0.6068019,Medium,9.4,669.66,43.23
7562-GSUHK,Female,No,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.2,1573.7,Yes,1,16,organic,92.09,1,0.61921597,Medium,9.1,838.02,57.02
6685-XSHHU,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,1270.55,No,0,60,organic,20.53,0,0.0032760967,Low,23.9,490.67,0.07
8901-UPRHR,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,7711.45,No,0,72,organic,108.38,0,0.069676496,Low,22.3,2416.87,7.55
4903-UYAVB,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,126.05,Yes,1,5,organic,21.45,3,0.80837464,High,4.6,98.67,17.34
0118-JPNOY,Female,Yes,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,No,0,26,referral,85.62,1,0.48791298,Medium,12.3,1053.13,41.78
6776-TLWOI,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,64.55,Yes,1,3,referral,23.07,4,0.8827895,High,2.8,64.6,20.37
3845-FXCYS,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.65,31.2,No,0,2,organic,19.02,0,0.050770972,Low,22.8,433.66,0.97
5857-XRECV,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No,0,2,referral,20.0,2,0.18651646,Low,19.5,390.0,3.73
0725-CXOTM,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,No,0,36,organic,87.86,2,0.26234102,Low,17.7,1555.12,23.05
4343-EJVQB,Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,No,0,7,organic,73.58,0,0.21770772,Low,18.8,1383.3,16.02
9000-PLFUZ,Female,Yes,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,No,0,60,organic,45.98,2,0.1934352,Low,19.4,892.01,8.89
3427-GGZZI,Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,No,0,19,paid_search,84.84,1,0.55191165,Medium,10.8,916.27,46.82
7779-ORAEL,Male,Yes,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,No,0,45,organic,76.4,2,0.09415736,Low,21.7,1657.88,7.19
0644-OQMDK,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,No,0,4,paid_search,67.16,1,0.7210567,High,6.7,449.97,48.43
4077-CROMM,Female,No,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,Yes,1,31,paid_search,105.01,2,0.79099405,High,5.0,525.05,83.06
3154-CFSZG,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2,No,0,47,social,89.05,0,0.15692315,Low,20.2,1798.81,13.97
2868-MZAGQ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.25,79.25,Yes,1,1,organic,81.13,7,0.999181,High,0.0,0.0,81.06
4847-QNOKA,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.9,44.9,Yes,1,1,organic,41.45,3,0.95374024,High,1.1,45.6,39.53
2220-IAHLS,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,No,0,1,organic,20.6,1,0.35087034,Low,15.6,321.36,7.23
1658-XUHBX,Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,No,0,59,paid_search,89.41,1,0.36404428,Low,15.3,1367.97,32.55
6379-RXJRQ,Male,No,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1,659.65,Yes,1,10,organic,70.83,1,0.6008216,Medium,9.6,679.97,42.56
2378-HTWFW,Male,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,No,0,35,referral,93.25,0,0.24196953,Low,18.2,1697.15,22.56
8650-RHRKE,Male,No,No,No,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.65,118.5,Yes,1,4,paid_search,29.79,6,0.9969619,High,0.1,2.98,29.7
4377-VDHYI,Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,No,0,32,paid_search,85.9,2,0.38992384,Low,14.6,1254.14,33.49
0475-RIJEP,Male,No,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,77.85,3365.85,Yes,1,43,paid_search,78.75,5,0.9925591,High,0.2,15.75,78.16
1260-TTRXI,Male,No,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.3,195.3,Yes,1,4,organic,54.94,2,0.86453915,High,3.3,181.3,47.5
3719-TDVQB,Female,Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,No,0,54,organic,18.46,1,0.005900551,Low,23.9,441.19,0.11
6328-ZPBGN,Female,Yes,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.15,997.65,Yes,1,11,organic,93.47,3,0.981296,High,0.4,37.39,91.72
0201-MIBOL,Female,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,0,66,paid_search,101.68,3,0.49941024,Medium,12.0,1220.16,50.78
4937-QPZPO,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No,0,61,organic,102.82,0,0.084710374,Low,22.0,2262.04,8.71
2925-VDZHY,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,No,0,72,organic,86.86,0,0.005101781,Low,23.9,2075.95,0.44
6981-TDRFT,Male,No,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,0,44,social,50.82,0,0.0066543943,Low,23.8,1209.52,0.34
3413-CSSTH,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,No,0,41,organic,52.76,1,0.26546705,Low,17.6,928.58,14.01
8033-VCZGH,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,No,0,50,referral,103.88,1,0.16978285,Low,19.9,2067.21,17.64
4789-KWMXN,Male,No,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),110.85,5275.8,Yes,1,47,referral,114.19,2,0.5767468,Medium,10.2,1164.74,65.86
0224-NIJLP,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,0,8,organic,24.56,1,0.017263297,Low,23.6,579.62,0.42
7542-CYDDM,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,No,0,18,organic,21.35,3,0.70320296,High,7.1,151.58,15.01
4718-WXBGI,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No,0,72,organic,89.99,0,0.008280905,Low,23.8,2141.76,0.75
2867-UIMSS,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.5,80.5,Yes,1,1,referral,78.75,2,0.9433201,High,1.4,110.25,74.29
8495-PRWFH,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,0,42,paid_search,57.4,0,0.112728715,Low,21.3,1222.62,6.47
0439-IFYUN,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No,0,18,referral,77.36,0,0.23592846,Low,18.3,1415.69,18.25
5716-LIBJC,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,0,13,social,102.87,0,0.05563792,Low,22.7,2335.15,5.72
2868-LLSKM,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No,0,68,referral,86.5,1,0.07533024,Low,22.2,1920.3,6.52
8111-RKSPX,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.2,305.55,Yes,1,4,organic,71.74,2,0.89036435,High,2.6,186.52,63.87
2988-QRAJY,Male,No,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,No,0,69,organic,111.48,1,0.10903132,Low,21.4,2385.67,12.15
1585-MQSSU,Male,No,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.5,900.5,Yes,1,17,referral,53.79,5,0.98160374,High,0.4,21.52,52.8
0071-NDAFP,Male,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,No,0,25,organic,22.54,0,0.0058321366,Low,23.9,538.71,0.13
2856-NNASM,Male,Yes,No,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,89.55,3856.75,Yes,1,43,organic,90.45,1,0.5377293,Medium,11.1,1004.0,48.64
7328-ZJAJO,Female,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,No,0,59,referral,22.36,0,0.0037337097,Low,23.9,534.4,0.08
6458-CYIDZ,Female,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,0,5,paid_search,79.58,0,0.26911423,Low,17.5,1392.65,21.42
8559-CIZFV,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,77.5,1625.0,Yes,1,21,social,75.39,6,0.9869169,High,0.3,22.62,74.4
1090-PYKCI,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No,0,69,referral,106.09,2,0.49006292,Medium,12.2,1294.3,51.99
3058-WQDRE,Male,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,0,13,organic,25.42,2,0.52237034,Medium,11.5,292.33,13.28
7547-EKNFS,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.25,3959.35,Yes,1,42,social,94.6,0,0.24613929,Low,18.1,1712.26,23.28
2279-AXJJK,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,No,0,52,organic,95.65,1,0.2730357,Low,17.4,1664.31,26.12
6769-DYBQN,Male,Yes,No,No,46,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.0,3969.4,Yes,1,46,organic,81.66,2,0.670609,Medium,7.9,645.11,54.76
0909-SELIE,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,0,61,paid_search,81.61,0,0.004659814,Low,23.9,1950.48,0.38
3417-TSCIC,Male,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,0,29,organic,28.04,1,0.07798745,Low,22.1,619.68,2.19
1042-HFUCW,Female,No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No,0,25,paid_search,53.32,1,0.06863216,Low,22.4,1194.37,3.66
4439-JMPMT,Female,No,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95,Yes,1,5,organic,84.09,0,0.3851912,Low,14.8,1244.53,32.39
6537-OTKMY,Male,No,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,0,15,paid_search,51.1,0,0.020583965,Low,23.5,1200.85,1.05
8999-EXMNO,Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,0,19,paid_search,25.84,0,0.003845887,Low,23.9,617.58,0.1
6725-TPKJO,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,No,0,44,referral,22.25,1,0.008560653,Low,23.8,529.55,0.19
2446-BEGGB,Female,Yes,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.25,560.6,Yes,1,6,referral,98.06,3,0.9886341,High,0.3,29.42,96.95
7162-WPHPM,Male,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,0,58,organic,71.68,0,0.0030268102,Low,23.9,1713.15,0.22
1599-MMYRQ,Male,No,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),81.45,4983.05,No,0,62,paid_search,83.85,3,0.4037282,Medium,14.3,1199.06,33.85
8821-KVZKQ,Female,No,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.4,4113.15,No,0,70,paid_search,56.58,0,0.0045201294,Low,23.9,1352.26,0.26
1496-GGSUK,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.7,25.7,Yes,1,1,organic,26.92,6,0.99764997,High,0.1,2.69,26.86
6434-TTGJP,Male,No,Yes,Yes,10,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7,521.0,No,0,10,referral,51.47,0,0.0050382023,Low,23.9,1230.13,0.26
0042-JVWOJ,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.6,471.85,No,0,26,referral,21.45,0,0.0061387,Low,23.9,512.66,0.13
0130-SXOUN,Male,No,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4,5976.9,No,0,66,organic,88.81,1,0.369324,Low,15.1,1341.03,32.8
2575-GFSOE,Female,No,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,506.9,Yes,1,7,paid_search,69.4,6,0.99750346,High,0.1,6.94,69.23
2330-PQGDQ,Male,No,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),84.2,4299.75,No,0,51,organic,83.48,1,0.0638795,Low,22.5,1878.3,5.33
1452-UZOSF,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),106.1,7548.6,No,0,72,paid_search,107.5,0,0.014888421,Low,23.6,2537.0,1.6
2097-YVPKN,Male,No,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,1654.75,No,0,65,organic,25.4,1,0.012310042,Low,23.7,601.98,0.31
2842-JTCCU,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46.05,80.35,Yes,1,2,social,50.37,3,0.9505169,High,1.2,60.44,47.88
8597-CTXVJ,Male,No,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.95,4551.5,No,0,70,referral,67.79,0,0.003710724,Low,23.9,1620.18,0.25
6631-HMANX,Male,No,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.45,6227.5,No,0,72,paid_search,82.84,1,0.020563288,Low,23.5,1946.74,1.7
9962-BFPDU,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,No,0,1,paid_search,20.43,1,0.30931917,Low,16.6,339.14,6.32
3296-SILRA,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes,1,1,social,77.87,5,0.99737716,High,0.1,7.79,77.67
9681-OXGVC,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,514.0,Yes,1,5,paid_search,99.58,3,0.98583126,High,0.3,29.87,98.17
6394-HHHZM,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,57.5,No,0,3,organic,23.12,1,0.20925017,Low,19.0,439.28,4.84
5995-LFTLE,Male,No,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.3,1474.35,No,0,58,paid_search,27.49,0,0.0033402913,Low,23.9,657.01,0.09
5180-UCIIQ,Male,Yes,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,40.05,880.2,Yes,1,22,referral,39.88,2,0.6195445,Medium,9.1,362.91,24.71
1932-UEDCX,Male,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,No,0,33,paid_search,102.56,0,0.33870426,Low,15.9,1630.7,34.74
7153-OANIO,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,Yes,1,1,referral,65.13,6,0.99825877,High,0.0,0.0,65.02
5188-HGMLP,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,No,0,54,referral,76.72,1,0.4417426,Medium,13.4,1028.05,33.89
0665-XHDJU,Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,99.4,7285.7,No,0,72,referral,101.17,2,0.16963463,Low,19.9,2013.28,17.16
6521-YYTYI,Male,No,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3,93.3,Yes,1,1,social,91.12,3,0.98974425,High,0.2,18.22,90.19
8878-HMWBV,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.15,169.05,Yes,1,3,organic,49.65,1,0.5413356,Medium,11.0,546.15,26.88
8265-HKSOW,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),107.45,7658.3,No,0,72,paid_search,103.4,1,0.048165053,Low,22.8,2357.52,4.98
3544-FBCAS,Female,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.6,5959.3,No,0,72,referral,82.07,1,0.00784507,Low,23.8,1953.27,0.64
5331-RGMTT,Male,Yes,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.05,5295.7,No,0,54,referral,101.24,1,0.55534077,Medium,10.7,1083.27,56.22
4759-PXTAN,Female,No,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,80.1,4693.2,No,0,59,paid_search,80.07,0,0.0065385248,Low,23.8,1905.67,0.52
7054-DMVAS,Male,No,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),65.3,3512.9,No,0,54,organic,65.16,1,0.021337286,Low,23.5,1531.26,1.39
3428-MMGUB,Male,No,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,89.55,5231.2,No,0,60,referral,89.64,4,0.43507454,Medium,13.6,1219.1,39.0
6549-BTYPG,Female,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8,3603.45,No,0,60,referral,60.66,2,0.06271979,Low,22.5,1364.85,3.8
7823-JSOAG,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.5,217.45,No,0,3,organic,76.47,2,0.90749717,High,2.2,168.23,69.4
3705-RHRFR,Female,No,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),99.15,6875.35,No,0,69,paid_search,97.91,0,0.055984702,Low,22.7,2222.56,5.48
9374-YOLBJ,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,19.25,No,0,1,organic,20.09,1,0.2723101,Low,17.5,351.58,5.47
9074-KGVOX,Male,No,Yes,Yes,50,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),39.45,2021.35,No,0,50,organic,37.16,1,0.15031925,Low,20.4,758.06,5.59
6128-DAFVY,Female,No,No,No,56,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),44.85,2564.95,No,0,56,organic,46.33,0,0.08988455,Low,21.8,1009.99,4.16
9933-QRGTX,Female,No,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.2,5611.75,No,0,60,paid_search,96.56,3,0.28446972,Low,17.2,1660.83,27.47
4476-OSWTN,Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,110.55,7610.1,No,0,69,paid_search,110.47,1,0.17460217,Low,19.8,2187.31,19.29
3751-KTZEL,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,35.05,35.05,Yes,1,1,paid_search,34.33,1,0.47969595,Medium,12.5,429.12,16.47
1977-STDKI,Female,Yes,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.0,73.0,Yes,1,1,referral,72.53,4,0.99401337,High,0.1,7.25,72.1
5066-GFJMM,Female,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,45.75,No,0,3,referral,17.89,3,0.7011205,High,7.2,128.81,12.54
